公司名称 公司规模 岗位 公司位置 年薪 经验要求 basic ID
美团 消费生活,上市公司,2000人以上 iOS高级开发工程师 北京·来广营 30k-60k 经验3-5年,本科 iOS高级开发工程师,北京·来广营 1458
腾达 智能硬件,不需要融资,2000人以上 ios开发工程师 成都·双流县 15k-30k 经验3-5年,本科 ios开发工程师,成都·双流县 1459
睿琪软件 软件服务｜咨询,不需要融资,150-500人 高级ios开发工程师 杭州·浦沿 25k-40k 经验5-10年,本科 高级ios开发工程师,杭州·浦沿 1460
睿琪软件 软件服务｜咨询,不需要融资,150-500人 ios开发工程师 杭州·滨江区 20k-30k 经验3-5年,本科 ios开发工程师,杭州·滨江区 1461
华中时讯 软件服务｜咨询,社交平台,社交媒体,A轮,50-150人 ios开发工程师 武汉·洪山区 8k-15k 经验1-3年,本科 ios开发工程师,武汉·洪山区 1462
睿琪软件 软件服务｜咨询,不需要融资,150-500人 高级ios开发工程师 杭州·滨江区 25k-50k 经验3-5年,本科 高级ios开发工程师,杭州·滨江区 1463
睿琪软件 软件服务｜咨询,不需要融资,150-500人 高级ios开发工程师 杭州·浦沿 20k-40k 经验3-5年,本科 高级ios开发工程师,杭州·浦沿 1464
比酷网络 移动互联网,不需要融资,15-50人 ios开发工程师 珠海·香洲区 11k-15k 经验3-5年,本科 ios开发工程师,珠海·香洲区 1465
速诺科技 游戏,工具类产品,不需要融资,150-500人 ios开发工程师 武汉·流芳 10k-20k 经验不限,本科 ios开发工程师,武汉·流芳 1466
萌宝科技 在线教育,不需要融资,150-500人 iOS开发工程师 上海·城隍庙 18k-35k 经验不限,本科 iOS开发工程师,上海·城隍庙 1467
用图科技 软件服务｜咨询,工具类产品,天使轮,50-150人 ios开发工程师 深圳·宝安区 12k-18k 经验1-3年,本科 ios开发工程师,深圳·宝安区 1468
美团 消费生活,上市公司,2000人以上 ios开发工程师 北京·望京 25k-30k 经验3-5年,本科 ios开发工程师,北京·望京 1469
蚂蚁集团 科技金融,未融资,2000人以上 ios开发工程师 北京·潘家园 25k-50k 经验3-5年,本科 ios开发工程师,北京·潘家园 1470
七乐康 在线医疗,C轮,500-2000人 ios开发工程师 广州·荔湾区 12k-20k 经验1-3年,大专 ios开发工程师,广州·荔湾区 1471
天品互联 IT技术服务｜咨询,不需要融资,15-50人 ios开发工程师 北京·上地 12k-24k 经验不限,不限 ios开发工程师,北京·上地 1472
时光草堂医院管理有限公司 医疗｜保健｜美容,天使轮,500-2000人 ios开发工程师 北京·昌平区 9k-18k 经验不限,不限 ios开发工程师,北京·昌平区 1473
珍一堂 在线医疗,未融资,50-150人 ios开发工程师 北京·东小口 11k-22k 经验3-5年,本科 ios开发工程师,北京·东小口 1474
时光草堂医院管理有限公司 医疗｜保健｜美容,天使轮,500-2000人 ios开发工程师 北京·天通苑 11k-22k 经验3-5年,本科 ios开发工程师,北京·天通苑 1475
哈家科技 数据服务｜咨询,IT技术服务｜咨询,天使轮,50-150人 ios开发工程师 广州·黄埔区 9k-11k 经验1-3年,大专 ios开发工程师,广州·黄埔区 1476
建广数科 IT技术服务｜咨询,软件服务｜咨询,未融资,2000人以上 ios开发工程师 深圳·南山区 16k-21k 经验3-5年,大专 ios开发工程师,深圳·南山区 1477
幻脑 社交平台,区块链,人工智能服务,天使轮,150-500人 ios开发工程师 菏泽·定陶区 8k-16k 经验不限,不限 ios开发工程师,菏泽·定陶区 1478
快手 短视频,上市公司,2000人以上 ios开发工程师 北京·西二旗 25k-50k 经验不限,本科 ios开发工程师,北京·西二旗 1479
索隐科技 工具类产品,不需要融资,50-150人 iOS开发工程师 惠州·惠城区 10k-15k 经验3-5年,本科 iOS开发工程师,惠州·惠城区 1480
得力智能办公研究院 移动互联网,不需要融资,50-150人 ios开发工程师 武汉·徐东 14k-18k 经验1-3年,本科 ios开发工程师,武汉·徐东 1481
遍享信息 IT技术服务｜咨询,未融资,150-500人 ios开发工程师 武汉·西北湖 13k-20k 经验3-5年,大专 ios开发工程师,武汉·西北湖 1482
晶甫信息 IT技术服务｜咨询,软件服务｜咨询,不需要融资,50-150人 ios高级开发工程师 北京·望京 17k-22k 经验5-10年,大专 ios高级开发工程师,北京·望京 1483
晶甫信息 IT技术服务｜咨询,软件服务｜咨询,不需要融资,50-150人 ios高级开发工程师 长春·新发 10k-15k 经验5-10年,大专 ios高级开发工程师,长春·新发 1484
成都卡社诺网络技术有限责任公司 游戏,移动互联网,不需要融资,50-150人 ios开发工程师 成都·武侯区 20k-40k 经验1-3年,本科 ios开发工程师,成都·武侯区 1485
动游科技 游戏,未融资,150-500人 IOS开发工程师 武汉·东湖新技术开发区 12k-20k 经验3-5年,本科 IOS开发工程师,武汉·东湖新技术开发区 1486
牧原股份 其他,上市公司,2000人以上 高级ios开发工程师 南阳·卧龙区 15k-25k 经验3-5年,本科 高级ios开发工程师,南阳·卧龙区 1487
思享无限 MCN｜直播平台,不需要融资,150-500人 iOS开发工程师 杭州·勾庄 15k-25k 经验3-5年,本科 iOS开发工程师,杭州·勾庄 1488
ThunderSoft 智能硬件,上市公司,2000人以上 ios开发工程师 西安·长安区 10k-12k 经验3-5年,本科 ios开发工程师,西安·长安区 1489
左边品牌服务 文化传媒,不需要融资,15-50人 ios开发 广州·江南大道 10k-15k 经验1-3年,不限 ios开发,广州·江南大道 1490
滴滴 汽车丨出行,D轮及以上,2000人以上 ios开发工程师 北京·西北旺 30k-45k 经验1-3年,本科 ios开发工程师,北京·西北旺 1491
旷界网络 社交平台,音频｜视频媒体,MCN｜直播平台,不需要融资,15-50人 ios高级开发工程师 深圳·新安 16k-22k 经验3-5年,大专 ios高级开发工程师,深圳·新安 1492
岸边网络 移动互联网,不需要融资,50-150人 iOS开发工程师 广州·珠江新城 15k-20k 经验1-3年,本科 iOS开发工程师,广州·珠江新城 1493
中航材 IT技术服务｜咨询,不需要融资,50-150人 ios高级开发工程师 北京·后沙峪 25k-45k 经验5-10年,本科 ios高级开发工程师,北京·后沙峪 1494
美团 消费生活,上市公司,2000人以上 ios高级开发工程师 北京·朝阳区 30k-45k 经验3-5年,本科 ios高级开发工程师,北京·朝阳区 1495
摩尔斯 软件服务｜咨询,工具类产品,内容社区,未融资,50-150人 ios开发工程师 北京·马连洼 18k-35k 经验3-5年,本科 ios开发工程师,北京·马连洼 1496
摩尔斯 软件服务｜咨询,工具类产品,内容社区,未融资,50-150人 ios开发工程师 成都·武侯区 15k-25k 经验3-5年,本科 ios开发工程师,成都·武侯区 1497
统才咨询 金融,未融资,50-150人 iOS开发工程师 上海·徐汇区 10k-15k 经验1-3年,大专 iOS开发工程师,上海·徐汇区 1498
壹佰金 医疗｜保健｜美容,天使轮,500-2000人 ios开发工程师 大连·滨海路 10k-16k 经验3-5年,本科 ios开发工程师,大连·滨海路 1499
时光草堂医院管理有限公司 游戏,未融资,少于15人 ios开发工程师 北京·昌平区 11k-22k 经验3-5年,本科 ios开发工程师,北京·昌平区 1500
画芯科技 数据服务｜咨询,在线教育,天使轮,15-50人 ios开发工程师 广州·东圃 18k-25k 经验5-10年,大专 ios开发工程师,广州·东圃 1501
德立信生涯 软件服务｜咨询,IT技术服务｜咨询,专业服务｜咨询,天使轮,15-50人 ios开发工程师 重庆·寸滩 9k-14k 经验3-5年,本科 ios开发工程师,重庆·寸滩 1502
小声 教育,软件开发,未融资,15-50人 ios高级开发工程师 武汉·鲁巷 20k-30k 经验5-10年,本科 ios高级开发工程师,武汉·鲁巷 1503
本无网络 IT技术服务｜咨询,不需要融资,50-150人 ios开发工程师 重庆·西永 10k-15k 经验3-5年,本科 ios开发工程师,重庆·西永 1504
成都米么信息技术有限公司 IT技术服务｜咨询,未融资,15-50人 ios开发工程师 成都·武侯区 8k-14k 经验1-3年,大专 ios开发工程师,成都·武侯区 1505
西安科科科网络科技有限公司 营销服务｜咨询,未融资,少于15人 ios开发工程师 西安·张家堡 10k-15k 经验1-3年,本科 ios开发工程师,西安·张家堡 1506
蝴蝶之星 内容资讯,内容社区,新媒体,未融资,15-50人 ios工程师 北京·十八里店 10k-20k 经验3-5年,本科 ios工程师,北京·十八里店 1507
阿里巴巴-新零售技术事业群 电商平台,上市公司,2000人以上 ios高级开发工程师 杭州·临平 20k-35k 经验3-5年,本科 ios高级开发工程师,杭州·临平 1508
乐瀛科技 移动互联网,电商,未融资,15-50人 IOS开发工程师 深圳·科技园 15k-18k 经验3-5年,本科 IOS开发工程师,深圳·科技园 1509
创益融 软件开发,区块链,不需要融资,15-50人 ios开发工程师 北京·朝阳区 15k-25k 经验3-5年,本科 ios开发工程师,北京·朝阳区 1510
QQ音乐 音频｜视频媒体,上市公司,500-2000人 iOS开发工程师 深圳·科技园 10k-18k 经验1-3年,本科 iOS开发工程师,深圳·科技园 1511
财象云 生活服务,软件服务｜咨询,专业服务｜咨询,未融资,150-500人 iOS开发工程师 深圳·西丽 14k-28k 经验1-3年,本科 iOS开发工程师,深圳·西丽 1512
普世通达文化传媒 在线教育,文化传媒,未融资,50-150人 ios开发工程师 北京·朝阳区 15k-30k 经验3-5年,本科 ios开发工程师,北京·朝阳区 1513
微可爱 工具类产品,人工智能服务,不需要融资,15-50人 高级ios开发工程师 成都·武侯区 12k-24k 经验3-5年,本科 高级ios开发工程师,成都·武侯区 1514
数效科技 软件服务｜咨询,未融资,少于15人 ios开发工程师 北京·九棵树 30k-50k 经验3-5年,本科 ios开发工程师,北京·九棵树 1515
杭州荣膺科技 移动互联网,未融资,150-500人 ios开发工程师 南京·新街口 12k-15k 经验3-5年,本科 ios开发工程师,南京·新街口 1516
杭州荣膺科技 移动互联网,未融资,150-500人 ios开发工程师 合肥·五里墩 12k-15k 经验3-5年,本科 ios开发工程师,合肥·五里墩 1517
网易 内容资讯,游戏,音频｜视频媒体,上市公司,2000人以上 ios开发工程师 广州·天河区 13k-19k 经验1-3年,本科 ios开发工程师,广州·天河区 1518
德鲁伊科技 数据服务,其他,天使轮,15-50人 高级IOS开发工程师 成都·武侯区 15k-25k 经验5-10年,本科 高级IOS开发工程师,成都·武侯区 1519
万智联 人工智能,消费生活,天使轮,少于15人 IOS开发工程师 珠海·香洲区 8k-15k 经验3-5年,本科 IOS开发工程师,珠海·香洲区 1520
杭州荣膺科技 移动互联网,未融资,150-500人 ios开发工程师 杭州·西兴 12k-15k 经验3-5年,本科 ios开发工程师,杭州·西兴 1521
杭州荣膺科技 移动互联网,未融资,150-500人 ios开发工程师 苏州·湖东 12k-15k 经验3-5年,本科 ios开发工程师,苏州·湖东 1522
兴达瑞 IT技术服务｜咨询,软件服务｜咨询,工具类产品,不需要融资,50-150人 ios开发 成都·武侯区 18k-19k 经验3-5年,本科 ios开发,成都·武侯区 1523
壹同科技 IT技术服务｜咨询,不需要融资,15-50人 ios开发工程师 广州·天河区 12k-20k 经验3-5年,大专 ios开发工程师,广州·天河区 1524
小邹粮油 电商,天使轮,少于15人 ios高级开发工程师 杭州·西溪 15k-30k 经验3-5年,大专 ios高级开发工程师,杭州·西溪 1525
动脉网 移动互联网,医疗丨健康,A轮,50-150人 IOS开发工程师 重庆·冉家坝 12k-18k 经验3-5年,本科 IOS开发工程师,重庆·冉家坝 1526
睿沃科技 软件服务｜咨询,不需要融资,50-150人 ios开发工程师 上海·杨浦区 25k-35k 经验5-10年,本科 ios开发工程师,上海·杨浦区 1527
魔拟科技 MCN｜直播平台,IT技术服务｜咨询,人工智能服务,不需要融资,500-2000人 ios开发工程师 深圳·福田区 15k-20k 经验3-5年,本科 ios开发工程师,深圳·福田区 1528
金汇金融 科技金融,不需要融资,15-50人 ios开发工程师 北京·公主坟 8k-15k 经验1-3年,本科 ios开发工程师,北京·公主坟 1529
曜莲信息 科技金融,未融资,少于15人 ios开发工程师 上海·静安区 7k-9k 经验在校,应届,本科 ios开发工程师,上海·静安区 1530
曜莲信息 科技金融,未融资,少于15人 ios开发 无锡·梁溪区 6k-8k 经验在校,应届,本科 ios开发,无锡·梁溪区 1531
上海房旅 汽车丨出行,未融资,少于15人 IOS开发工程师 上海·松江区 15k-30k 经验3-5年,本科 IOS开发工程师,上海·松江区 1532
霖感科技 软件服务｜咨询,未融资,15-50人 ios开发工程师 东莞·东莞市 10k-15k 经验3-5年,大专 ios开发工程师,东莞·东莞市 1533
霖感科技 软件服务｜咨询,未融资,15-50人 ios工程师 东莞·东莞市市辖区 10k-14k 经验1-3年,大专 ios工程师,东莞·东莞市市辖区 1534
金山办公软件 工具类产品,软件服务｜咨询,上市公司,2000人以上 高级ios开发工程师 广州·天河区 20k-35k 经验3-5年,本科 高级ios开发工程师,广州·天河区 1535
霖感科技 软件服务｜咨询,未融资,15-50人 ios开发工程师 东莞·南城街道 10k-15k 经验1-3年,大专 ios开发工程师,东莞·南城街道 1536
曜莲信息 科技金融,未融资,少于15人 ios开发 无锡·梁溪区 8k-11k 经验不限,本科 ios开发,无锡·梁溪区 1537
米赛斯 内容社区,社交媒体,天使轮,少于15人 ios开发工程师 成都·高新区 18k-30k 经验不限,本科 ios开发工程师,成都·高新区 1538
伯索科技 软件服务｜咨询,不需要融资,150-500人 ios高级开发工程师 南京·秦淮区 18k-35k 经验3-5年,本科 ios高级开发工程师,南京·秦淮区 1539
璞灏 文娱丨内容,未融资,15-50人 ios开发工程师 杭州·长河 15k-20k 经验1-3年,本科 ios开发工程师,杭州·长河 1540
机盟科技 智能硬件,网络通信,批发｜零售,未融资,50-150人 ios开发工程师 沈阳·启工 8k-12k 经验3-5年,本科 ios开发工程师,沈阳·启工 1541
赋节科技 IT技术服务｜咨询,未融资,15-50人 高级ios开发工程师 成都·武侯区 15k-25k 经验3-5年,本科 高级ios开发工程师,成都·武侯区 1542
伯荐服装有限公司 电商平台,制造业,未融资,50-150人 ios开发工程师 北京·建外大街 25k-45k 经验3-5年,大专 ios开发工程师,北京·建外大街 1543
绿箭新能源 新能源汽车制造,未融资,15-50人 ios开发工程师 广州·龙溪 9k-10k 经验1-3年,大专 ios开发工程师,广州·龙溪 1544
快手 短视频,上市公司,2000人以上 ios高级开发工程师 深圳·后海 25k-50k 经验3-5年,本科 ios高级开发工程师,深圳·后海 1545
牵手未来 社交平台,A轮,150-500人 高级ios开发工程师 北京·朝阳区 30k-60k 经验3-5年,本科 高级ios开发工程师,北京·朝阳区 1546
嘉信建设集团 房产家居,不需要融资,500-2000人 高级ios开发工程师 深圳·西丽 20k-40k 经验5-10年,本科 高级ios开发工程师,深圳·西丽 1547
时光草堂医院管理有限公司 医疗｜保健｜美容,天使轮,500-2000人 IOS开发工程师 北京·昌平区 11k-22k 经验3-5年,本科 IOS开发工程师,北京·昌平区 1548
话不多 软件服务｜咨询,IT技术服务｜咨询,休闲｜娱乐,未融资,15-50人 ios开发工程师 武汉·鲁巷 8k-12k 经验3-5年,本科 ios开发工程师,武汉·鲁巷 1549
飞欧比科技 工具类产品,不需要融资,15-50人 ios开发工程师 成都·高新区 13k-24k 经验1-3年,本科 ios开发工程师,成都·高新区 1550
职问网络 软件服务｜咨询,IT技术服务｜咨询,数据服务｜咨询,未融资,50-150人 ios开发工程师 杭州·西溪 13k-19k 经验3-5年,大专 ios开发工程师,杭州·西溪 1551
时光草堂医院管理有限公司 医疗｜保健｜美容,天使轮,500-2000人 ios开发工程师 北京·昌平区 11k-22k 经验3-5年,本科 ios开发工程师,北京·昌平区 1552
红色字母数字 IT技术服务｜咨询,物联网,未融资,15-50人 ios开发工程师 成都·九江 6k-10k 经验1-3年,大专 ios开发工程师,成都·九江 1553
千淘资本投资 金融业,未融资,50-150人 高级ios开发工程师 北京·朝阳区 20k-35k 经验3-5年,本科 高级ios开发工程师,北京·朝阳区 1554
有象科技 人工智能服务,天使轮,15-50人 ios开发工程师 武汉·关山 15k-25k 经验3-5年,本科 ios开发工程师,武汉·关山 1555
分子链 工具类产品,不需要融资,15-50人 ios开发工程师 上海·七宝 15k-20k 经验3-5年,本科 ios开发工程师,上海·七宝 1556
北京美年美佳门诊部有限公司 消费生活,其他,上市公司,2000人以上 ios高级开发工程师 郑州·二七区 9k-12k 经验3-5年,本科 ios高级开发工程师,郑州·二七区 1557
冰川网络 游戏,上市公司,500-2000人 iOS开发工程师 深圳·科技园 17k-24k 经验3-5年,本科 iOS开发工程师,深圳·科技园 1558
58学车-驾校一点通 工具类产品,内容社区,不需要融资,150-500人 高级IOS开发工程师 北京·大山子 18k-25k 经验3-5年,本科 高级IOS开发工程师,北京·大山子 1559
予洋矿安 教育,不需要融资,50-150人 ios工程师 天津·下瓦房 10k-15k 经验3-5年,本科 ios工程师,天津·下瓦房 1560
易想开 IT技术服务｜咨询,未融资,少于15人 ios开发工程师 重庆·南岸区 4k-8k 经验不限,大专 ios开发工程师,重庆·南岸区 1561
易想开 IT技术服务｜咨询,未融资,少于15人 ios开发工程师 重庆·南岸区 4k-8k 经验不限,大专 ios开发工程师,重庆·南岸区 1562
加绩中国 企业服务,不需要融资,2000人以上 ios开发工程师 上海·嘉定区 18k-22k 经验5-10年,本科 ios开发工程师,上海·嘉定区 1563
吉迩科技 新零售,制造业,不需要融资,2000人以上 ios开发工程师 深圳·西丽 16k-20k 经验3-5年,本科 ios开发工程师,深圳·西丽 1564
优臻交通科技 科技金融,未融资,500-2000人 ios高级开发工程师 郑州·郑东新区 15k-25k 经验5-10年,本科 ios高级开发工程师,郑州·郑东新区 1565
榜一科技 软件服务｜咨询,工具类产品,IT技术服务｜咨询,未融资,15-50人 ios高级开发工程师 天津·西青区 10k-16k 经验1-3年,本科 ios高级开发工程师,天津·西青区 1566
广州微用科技 IT技术服务｜咨询,不需要融资,15-50人 高级ios开发工程师 广州·天河区 20k-40k 经验3-5年,大专 高级ios开发工程师,广州·天河区 1567
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 ios开发工程师 深圳·坂田 15k-30k 经验3-5年,本科 ios开发工程师,深圳·坂田 1568
宜健邦科技 电商平台,未融资,50-150人 高级ios开发工程师 广州·萝岗区 15k-20k 经验5-10年,大专 高级ios开发工程师,广州·萝岗区 1569
Anker 智能硬件,不需要融资,2000人以上 ios高级开发工程师 深圳·西丽 14k-26k 经验3-5年,本科 ios高级开发工程师,深圳·西丽 1570
听听FM 新媒体,不需要融资,50-150人 iOS开发工程师 北京·建国门 10k-20k 经验3-5年,本科 iOS开发工程师,北京·建国门 1571
畅启软件 企业服务,未融资,15-50人 ios开发工程师 上海·华漕 16k-22k 经验5-10年,大专 ios开发工程师,上海·华漕 1572
南方报业 文化传媒,不需要融资,2000人以上 iOS开发工程师 广州·越秀区 20k-40k 经验不限,本科 iOS开发工程师,广州·越秀区 1573
同花顺 科技金融,上市公司,2000人以上 ios开发工程师 杭州·余杭区 25k-35k 经验3-5年,本科 ios开发工程师,杭州·余杭区 1574
飞猪 旅游｜出行,不需要融资,500-2000人 ios高级开发工程师 杭州·余杭区 18k-35k 经验3-5年,本科 ios高级开发工程师,杭州·余杭区 1575
小牛互联 游戏,A轮,150-500人 ios高级开发工程师 成都·锦江区 15k-30k 经验3-5年,本科 ios高级开发工程师,成都·锦江区 1576
虎牙科技 游戏,MCN｜直播平台,上市公司,2000人以上 iOS开发工程师 广州·番禺区 25k-50k 经验3-5年,本科 iOS开发工程师,广州·番禺区 1577
博思高科技 IT技术服务｜咨询,未融资,150-500人 ios开发工程师 深圳·光明新区 15k-20k 经验3-5年,大专 ios开发工程师,深圳·光明新区 1578
小红书 电商平台,内容社区,D轮及以上,500-2000人 高级ios开发工程师 上海·新天地 25k-50k 经验3-5年,硕士 高级ios开发工程师,上海·新天地 1579
小红书 电商平台,内容社区,D轮及以上,500-2000人 高级ios开发工程师 北京·东城区 25k-50k 经验3-5年,硕士 高级ios开发工程师,北京·东城区 1580
美图公司 工具类产品,智能硬件,上市公司,2000人以上 ios开发工程师 深圳·大冲 18k-35k 经验3-5年,本科 ios开发工程师,深圳·大冲 1581
tideswing 社交平台,A轮,15-50人 ios开发工程师 北京·五道口 20k-40k 经验1-3年,本科 ios开发工程师,北京·五道口 1582
美图公司 工具类产品,智能硬件,上市公司,2000人以上 iOS工程师 厦门·祥平 15k-30k 经验3-5年,本科 iOS工程师,厦门·祥平 1583
好食亿点 消费生活、软件开发,未融资,150-500人 ios开发工程师 厦门·侨英 9k-11k 经验3-5年,不限 ios开发工程师,厦门·侨英 1584
TYRIA 移动互联网,游戏,天使轮,50-150人 ios开发工程师 成都·高新区 10k-20k 经验1-3年,本科 ios开发工程师,成都·高新区 1585
赛意 IT技术服务｜咨询,上市公司,2000人以上 ios开发工程师 广州·龙溪 12k-22k 经验3-5年,大专 ios开发工程师,广州·龙溪 1586
法本信息 人工智能服务,IT技术服务｜咨询,上市公司,2000人以上 ios开发工程师 广州·天河区 15k-16k 经验5-10年,本科 ios开发工程师,广州·天河区 1587
中国探险协会 专业服务｜咨询,不需要融资,15-50人 ios开发工程师 北京·朝阳区 12k-20k 经验1-3年,本科 ios开发工程师,北京·朝阳区 1588
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 ios开发工程师 南京·宁南 20k-30k 经验不限,本科 ios开发工程师,南京·宁南 1589
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 ios开发工程师 西安·雁塔区 20k-30k 经验不限,本科 ios开发工程师,西安·雁塔区 1590
腾达 智能硬件,不需要融资,2000人以上 ios开发工程师 成都·双流区 12k-24k 经验3-5年,本科 ios开发工程师,成都·双流区 1591
小鱼出行 汽车丨出行,软件开发,不需要融资,50-150人 ios开发工程师 上海·普陀区 11k-16k 经验1-3年,本科 ios开发工程师,上海·普陀区 1592
文舟快创 区块链,不需要融资,150-500人 高级ios开发工程师 成都·高新区 25k-32k 经验5-10年,大专 高级ios开发工程师,成都·高新区 1593
磁技兴业 文娱|内容,企业服务,工具,不需要融资,15-50人 ios高级开发工程师 广州·市桥 15k-25k 经验3-5年,本科 ios高级开发工程师,广州·市桥 1594
创九末零 营销服务｜咨询,未融资,15-50人 ios高级开发工程师 成都·双流县 12k-16k 经验5-10年,不限 ios高级开发工程师,成都·双流县 1595
南岸区雅湘餐饮店 服务业,未融资,50-150人 ios开发工程师 成都·武侯区 18k-35k 经验3-5年,大专 ios开发工程师,成都·武侯区 1596
优聚大鱼 软件服务｜咨询,天使轮,50-150人 ios开发工程师 广州·天河区 6k-12k 经验在校,应届,本科 ios开发工程师,广州·天河区 1597
软牛科技集团 工具类产品,软件服务｜咨询,未融资,500-2000人 ios开发工程师 深圳·宝安区 12k-20k 经验1-3年,本科 ios开发工程师,深圳·宝安区 1598
莱嗯信息技术 软件服务｜咨询,生活服务,专业服务｜咨询,未融资,15-50人 ios开发工程师 成都·锦江区 16k-22k 经验5-10年,本科 ios开发工程师,成都·锦江区 1599
GamesVessel 游戏,不需要融资,50-150人 iOS开发工程师 北京·五道口 15k-25k 经验1-3年,本科 iOS开发工程师,北京·五道口 1600
华航数智 IT技术服务｜咨询,数据服务｜咨询,信息安全,未融资,50-150人 ios开发工程师 长沙·伍家岭 8k-10k 经验1-3年,本科 ios开发工程师,长沙·伍家岭 1601
Frog 短视频,新媒体,社交媒体,B轮,50-150人 ios高级开发工程师 北京·四惠 15k-30k 经验5-10年,本科 ios高级开发工程师,北京·四惠 1602
中腾创业投资 工具,不需要融资,15-50人 ios开发工程师 苏州·青剑湖 16k-20k 经验3-5年,本科 ios开发工程师,苏州·青剑湖 1603
渐入佳竞 游戏,社交平台,未融资,15-50人 高级ios开发工程师 广州·东圃 20k-30k 经验5-10年,本科 高级ios开发工程师,广州·东圃 1604
云耳科技 硬件,移动互联网,未融资,15-50人 iOS开发工程师 深圳·南山区 8k-12k 经验1-3年,不限 iOS开发工程师,深圳·南山区 1605
译选网络 软件开发,不需要融资,少于15人 ios开发工程师 杭州·长河 8k-15k 经验1年以下,本科 ios开发工程师,杭州·长河 1606
邮惠万家银行 金融业,不需要融资,150-500人 iOS工程师 上海·洋泾 30k-60k 经验5-10年,本科 iOS工程师,上海·洋泾 1607
曜映 软件服务｜咨询,IT技术服务｜咨询,未融资,少于15人 ios开发工程师 深圳·科技园 18k-30k 经验3-5年,本科 ios开发工程师,深圳·科技园 1608
快乐开工 消费生活,天使轮,50-150人 高级iOS开发工程师 北京·三里屯 20k-30k 经验3-5年,本科 高级iOS开发工程师,北京·三里屯 1609
图形起源 工具类产品,游戏,内容社区,天使轮,50-150人 ios开发工程师 北京·中关村 20k-25k 经验不限,本科 ios开发工程师,北京·中关村 1610
华为技术有限公司 智能硬件,IT技术服务｜咨询,制造业,不需要融资,2000人以上 ios开发工程师 西安·雁塔区 15k-25k 经验1-3年,本科 ios开发工程师,西安·雁塔区 1611
艾塔智能 IT技术服务｜咨询,软件服务｜咨询,人工智能服务,未融资,15-50人 ios开发工程师 深圳·科技园 10k-20k 经验1-3年,大专 ios开发工程师,深圳·科技园 1612
欧科云链 区块链,上市公司,2000人以上 iOS开发工程师 北京·西北旺 15k-30k 经验在校,应届,本科 iOS开发工程师,北京·西北旺 1613
金汇金融 科技金融,不需要融资,15-50人 ios开发工程师 北京·公主坟 8k-10k 经验在校,应届,本科 ios开发工程师,北京·公主坟 1614
中博 移动互联网,未融资,15-50人 ios开发工程师 深圳·南山区 7k-10k 经验在校,应届,本科 ios开发工程师,深圳·南山区 1615
雷神 IT技术服务｜咨询,未融资,150-500人 ios开发工程师 武汉·洪山区 15k-22k 经验5-10年,本科 ios开发工程师,武汉·洪山区 1616
秒云科技 社交,不需要融资,少于15人 ios开发工程师 武汉·洪山区 15k-22k 经验5-10年,不限 ios开发工程师,武汉·洪山区 1617
腾海互娱 游戏,天使轮,15-50人 ios开发工程师 武汉·鲁巷 10k-15k 经验不限,大专 ios开发工程师,武汉·鲁巷 1618
海欧（haioo） 移动互联网,电商,天使轮,15-50人 ios 成都·武侯区 8k-12k 经验不限,大专 ios,成都·武侯区 1619
易思卓 移动互联网,社交,A轮,15-50人 iOS开发工程师 北京·望京 18k-28k 经验在校,应届,本科 iOS开发工程师,北京·望京 1620
Vibe 智能硬件,软件服务｜咨询,A轮,50-150人 ios开发工程师 杭州·余杭区 10k-18k 经验在校,应届,本科 ios开发工程师,杭州·余杭区 1621
天颂互娱 移动互联网,广告营销,不需要融资,15-50人 IOS开发工程师 深圳·宝安区 5k-10k 经验在校,应届,大专 IOS开发工程师,深圳·宝安区 1622
同花顺 科技金融,上市公司,2000人以上 ios开发工程师 杭州·余杭区 20k-25k 经验在校,应届,本科 ios开发工程师,杭州·余杭区 1623
霖感科技 软件服务｜咨询,未融资,15-50人 ios开发工程师 东莞·东莞市市辖区 10k-15k 经验在校,应届,大专 ios开发工程师,东莞·东莞市市辖区 1624
和平共科 游戏,天使轮,少于15人 ios 北京·大兴区 8k-16k 经验在校,应届,不限 ios,北京·大兴区 1625
和平共科 游戏,天使轮,少于15人 ios开发工程师 北京·丰台区 4k-8k 经验在校,应届,不限 ios开发工程师,北京·丰台区 1626
中数通信息有限公司 网络通信,不需要融资,500-2000人 IOSDeveloper 上海·浦东新区 15k-20k 经验3-5年,本科 IOSDeveloper,上海·浦东新区 1627
华东数字医学工程研究院 其他,不需要融资,50-150人 中级iOS工程师 上饶·信州区 10k-15k 经验3-5年,本科 中级iOS工程师,上饶·信州区 1628
无锡英臻科技有限公司 新能源汽车制造,不需要融资,150-500人 iOS研发工程师 无锡·新吴区 15k-30k 经验5-10年,本科 iOS研发工程师,无锡·新吴区 1629
酷狗音乐 音频｜视频媒体,短视频,上市公司,500-2000人 酷狗音乐iOS开发工程师 广州·天河区 18k-30k 经验5-10年,本科 酷狗音乐iOS开发工程师,广州·天河区 1630
博为峰 网络通信,不需要融资,150-500人 iOS开发工程师（现场面试） 杭州·余杭区 10k-12k 经验1-3年,大专 iOS开发工程师（现场面试）,杭州·余杭区 1631
