公司名称 公司规模 岗位 公司位置 年薪 经验要求 basic ID
泉威信息 软件服务｜咨询,人工智能服务,未融资,15-50人 php开发工程师 广州·白云大道 5k-7k 经验不限,不限 php开发工程师,广州·白云大道 2429
长沙未来盒子科技有限公司 社交平台,短视频,MCN｜直播平台,未融资,少于15人 PHP开发工程师 长沙·四方坪 9k-13k 经验1-3年,本科 PHP开发工程师,长沙·四方坪 2430
长沙未来盒子科技有限公司 社交平台,短视频,MCN｜直播平台,未融资,少于15人 php开发工程师 长沙·开福区 9k-13k 经验1-3年,大专 php开发工程师,长沙·开福区 2431
腾天网络科技 移动互联网,信息安全,未融资,少于15人 PHP开发工程师 东莞·东莞市市辖区 7k-14k 经验1-3年,大专 PHP开发工程师,东莞·东莞市市辖区 2432
晋江原创 移动互联网,不需要融资,50-150人 高级php开发工程师 北京·立水桥 15k-25k 经验3-5年,本科 高级php开发工程师,北京·立水桥 2433
阿尔托 在线医疗,人工智能服务,物联网,未融资,少于15人 PHP开发工程师 苏州·昆山市 6k-12k 经验1-3年,不限 PHP开发工程师,苏州·昆山市 2434
逸动网络 软件服务｜咨询,IT技术服务｜咨询,未融资,少于15人 php开发工程师 济宁·任城区 4k-6k 经验不限,不限 php开发工程师,济宁·任城区 2435
华樱出国 教育,未融资,500-2000人 php开发工程师 成都·青羊大道 10k-15k 经验5-10年,本科 php开发工程师,成都·青羊大道 2436
丹鸟科技 软件服务｜咨询,未融资,少于15人 php开发工程师 烟台·莱山区 4k-6k 经验3-5年,本科 php开发工程师,烟台·莱山区 2437
MDPI 其他,不需要融资,500-2000人 高级PHP开发工程师 武汉·硚口区 15k-25k 经验3-5年,本科 高级PHP开发工程师,武汉·硚口区 2438
天品互联 IT技术服务｜咨询,不需要融资,15-50人 Php开发工程师 北京·上地 7K-14K 经验3-5年,本科 Php开发工程师,北京·上地 2439
御数科技 软件服务｜咨询,工具类产品,未融资,少于15人 php开发工程师 广州·海珠区 7k-10k 经验1-3年,大专 php开发工程师,广州·海珠区 2440
天地博爱 软件服务｜咨询,未融资,15-50人 php开发工程师 廊坊·三河市 10k-15k 经验5-10年,大专 php开发工程师,廊坊·三河市 2441
机智科技 IT技术服务｜咨询,未融资,15-50人 php工程师 广州·海珠区 6k-7k 经验1-3年,本科 php工程师,广州·海珠区 2442
讯度网络 企业服务,软件开发,不需要融资,50-150人 php后端 广州·东圃 6k-12k 经验3-5年,不限 php后端,广州·东圃 2443
哈奥 区块链,不需要融资,15-50人 php开发工程师 上海·徐汇区 15k-25k 经验3-5年,本科 php开发工程师,上海·徐汇区 2444
红动中国 分类信息,信息检索,电商平台,未融资,15-50人 PHP开发工程师 杭州·西湖区 10k-15k 经验3-5年,本科 PHP开发工程师,杭州·西湖区 2445
成都云筑景城 工具类产品,不需要融资,15-50人 php开发工程师 成都·武侯区 8k-13k 经验3-5年,本科 php开发工程师,成都·武侯区 2446
康本医疗器械 医疗｜保健｜美容,人工智能服务,未融资,15-50人 php工程师 广州·番禺区 7k-12k 经验1-3年,本科 php工程师,广州·番禺区 2447
芯创智联 人工智能服务,物联网,IT技术服务｜咨询,不需要融资,15-50人 php开发工程师 成都·双楠 8k-13k 经验1-3年,大专 php开发工程师,成都·双楠 2448
泛远国际物流 物流｜运输,D轮及以上,150-500人 高级php开发工程师 杭州·德胜 20k-30k 经验5-10年,本科 高级php开发工程师,杭州·德胜 2449
鸿图软件 社交平台,未融资,50-150人 php开发工程师 深圳·南油 30k-60k 经验3-5年,本科 php开发工程师,深圳·南油 2450
牛油果 移动互联网,医疗丨健康,未融资,15-50人 php开发工程师 成都·武侯区 7k-12k 经验1-3年,大专 php开发工程师,成都·武侯区 2451
北京天怡明泽科技有限公司 其他,不需要融资,150-500人 php开发工程师 天津·河西区 10k-13k 经验3-5年,本科 php开发工程师,天津·河西区 2452
乐筑网 房地产｜建筑｜物业,未融资,50-150人 php开发工程师 徐州·云龙区 8k-13k 经验不限,本科 php开发工程师,徐州·云龙区 2453
艾欧比 数据服务｜咨询,未融资,50-150人 php开发工程师 成都·武侯区 7k-10k 经验1-3年,大专 php开发工程师,成都·武侯区 2454
杭州悠可 营销服务｜咨询,软件服务｜咨询,上市公司,500-2000人 php开发工程师 杭州·江干区 18k-22k 经验3-5年,本科 php开发工程师,杭州·江干区 2455
重庆星语心言科技有限公司 社交平台,文化传媒,内容社区,未融资,15-50人 PHP开发工程师 重庆·江北区 12k-15k 经验3-5年,不限 PHP开发工程师,重庆·江北区 2456
更木科技 IT技术服务｜咨询,未融资,15-50人 PHP工程师 深圳·横岗 11k-16k 经验1-3年,本科 PHP工程师,深圳·横岗 2457
全胜网络 软件服务｜咨询,未融资,15-50人 php开发工程师 中山·中山市 6k-10k 经验1-3年,不限 php开发工程师,中山·中山市 2458
南通微盟 软件开发,企业服务,不需要融资,50-150人 PHP开发工程师 南通·崇川区 8k-12k 经验3-5年,大专 PHP开发工程师,南通·崇川区 2459
微创软件 IT技术服务｜咨询,不需要融资,2000人以上 php开发工程师 武汉·洪山区 7k-9k 经验1-3年,大专 php开发工程师,武汉·洪山区 2460
马帮 移动互联网,B轮,500-2000人 高级php开发工程师 上海·闵行区 18k-25k 经验5-10年,本科 高级php开发工程师,上海·闵行区 2461
马帮 移动互联网,B轮,500-2000人 php开发工程师 上海·七宝 18k-22k 经验3-5年,本科 php开发工程师,上海·七宝 2462
天马工场 内容资讯,软件服务｜咨询,未融资,15-50人 php开发工程师 成都·双楠 12k-20k 经验3-5年,本科 php开发工程师,成都·双楠 2463
君禾世纪 移动互联网,不需要融资,500-2000人 php开发工程师 北京·四惠 9k-18k 经验3-5年,本科 php开发工程师,北京·四惠 2464
沙师弟 内容社区,区块链,数据服务｜咨询,未融资,少于15人 php工程师 常州·武进区 11k-15k 经验1-3年,本科 php工程师,常州·武进区 2465
赛博再格 移动互联网,未融资,少于15人 php开发工程师 厦门·集美区 5k-8k 经验不限,大专 php开发工程师,厦门·集美区 2466
江苏新格尔人居科技有限公司 消费生活,不需要融资,150-500人 php开发工程师 无锡·华庄 10k-15k 经验3-5年,本科 php开发工程师,无锡·华庄 2467
开心音符 社交,软件开发,A轮,150-500人 PHP开发工程师 成都·高新区 7k-12k 经验1-3年,本科 PHP开发工程师,成都·高新区 2468
蓝标传媒 营销服务｜咨询,不需要融资,500-2000人 php开发工程师 上海·龙华 15k-25k 经验3-5年,本科 php开发工程师,上海·龙华 2469
众图网 其他,不需要融资,15-50人 高级php开发工程师 上海·虹桥 15k-20k 经验5-10年,本科 高级php开发工程师,上海·虹桥 2470
海洋网络 IT技术服务｜咨询,营销服务｜咨询,未融资,15-50人 php开发工程师 深圳·龙华新区 4k-8k 经验在校,应届,不限 php开发工程师,深圳·龙华新区 2471
红云集团 软件服务｜咨询,汽车交易平台,未融资,150-500人 php开发工程师 西安·雁塔区 12k-15k 经验3-5年,本科 php开发工程师,西安·雁塔区 2472
初澜科技 软件服务｜咨询,在线医疗,未融资,少于15人 php开发工程师 深圳·龙华区 16k-19k 经验3-5年,大专 php开发工程师,深圳·龙华区 2473
天年常乐 软件服务｜咨询,不需要融资,少于15人 php开发工程师 西安·电子城 7k-12k 经验3-5年,本科 php开发工程师,西安·电子城 2474
北京瑞联 移动互联网,电商,D轮及以上,500-2000人 PHP 北京·东城区 18k-22k 经验3-5年,本科 PHP,北京·东城区 2475
澳煦互动 数据服务｜咨询,营销服务｜咨询,文化传媒,不需要融资,15-50人 php开发工程师 上海·莘庄 8k-12k 经验1-3年,本科 php开发工程师,上海·莘庄 2476
佛山市柠檬网络 移动互联网,企业服务,未融资,少于15人 php后端 佛山·石湾 6k-10k 经验不限,大专 php后端,佛山·石湾 2477
拉趣科技 营销服务｜咨询,不需要融资,150-500人 php开发工程师 杭州·西湖区 15k-25k 经验3-5年,本科 php开发工程师,杭州·西湖区 2478
快一点科技 IT技术服务｜咨询,生活服务,未融资,15-50人 php开发工程师 成都·金牛区 12k-15k 经验1-3年,大专 php开发工程师,成都·金牛区 2479
爱点击iClick 数据服务｜咨询,营销服务｜咨询,上市公司,500-2000人 高级php开发工程师 西安·莲湖区 15k-20k 经验5-10年,本科 高级php开发工程师,西安·莲湖区 2480
步康（上海）软件有限公司 IT技术服务｜咨询,未融资,50-150人 PHP开发工程师 上海·黄浦区 10k-20k 经验5-10年,大专 PHP开发工程师,上海·黄浦区 2481
利典信息 电商平台,新零售,不需要融资,15-50人 php开发工程师 深圳·龙华区 10k-17k 经验3-5年,本科 php开发工程师,深圳·龙华区 2482
怡亚通 电商,消费生活,上市公司,2000人以上 php开发工程师 深圳·龙岗区 15k-25k 经验3-5年,本科 php开发工程师,深圳·龙岗区 2483
云瓣科技 IT技术服务｜咨询,未融资,50-150人 php开发工程师 上海·长阳路 6k-8k 经验1-3年,本科 php开发工程师,上海·长阳路 2484
木凡创意设计 企业服务,软件开发,未融资,15-50人 php开发工程师 常州·新北区 10k-14k 经验3-5年,大专 php开发工程师,常州·新北区 2485
中慈网络 企业服务,工具,通讯电子,不需要融资,500-2000人 php开发工程师 武汉·鲁巷 10k-15k 经验3-5年,本科 php开发工程师,武汉·鲁巷 2486
中慈网络 企业服务,工具,通讯电子,不需要融资,500-2000人 php开发工程师 武汉·光谷 9k-13k 经验3-5年,本科 php开发工程师,武汉·光谷 2487
臻宇科技 软件服务｜咨询,IT技术服务｜咨询,不需要融资,15-50人 php开发工程师 郑州·管城回族区 8k-12k 经验3-5年,本科 php开发工程师,郑州·管城回族区 2488
汇聚数营 数据服务,天使轮,50-150人 php开发工程师 东莞·南城 7k-10k 经验1-3年,本科 php开发工程师,东莞·南城 2489
点艾网络 软件服务｜咨询,IT技术服务｜咨询,物联网,未融资,15-50人 php开发工程师 厦门·禾山 7k-12k 经验1-3年,大专 php开发工程师,厦门·禾山 2490
宜居科技 软件服务｜咨询,未融资,15-50人 php开发工程师 十堰·张湾区 5k-8k 经验3-5年,本科 php开发工程师,十堰·张湾区 2491
创研股份 电商,未融资,50-150人 php开发工程师 长沙·岳麓区 8k-11k 经验3-5年,大专 php开发工程师,长沙·岳麓区 2492
星蝠科技 人工智能服务,A轮,50-150人 php工程师 南京·栖霞区 6k-12k 经验在校,应届,本科 php工程师,南京·栖霞区 2493
星蝠科技 人工智能服务,A轮,50-150人 php开发工程师 南京·栖霞区 6k-12k 经验在校,应届,本科 php开发工程师,南京·栖霞区 2494
万物心选 电商平台,C轮,150-500人 php开发工程师 北京·朝阳区 15k-20k 经验在校,应届,本科 php开发工程师,北京·朝阳区 2495
迅速网络 移动互联网,未融资,15-50人 php开发工程师 上海·徐家汇 5k-8k 经验在校,应届,大专 php开发工程师,上海·徐家汇 2496
北京迈迪培尔信息技术有限公司 医疗丨健康,天使轮,15-50人 php开发工程师 北京·永定 6k-12k 经验在校,应届,本科 php开发工程师,北京·永定 2497
欢鱼科技 电商平台,天使轮,15-50人 php开发工程师 北京·科技园区 4k-8k 经验在校,应届,大专 php开发工程师,北京·科技园区 2498
UMBRELLA IT技术服务｜咨询,营销服务｜咨询,未融资,15-50人 PHP开发工程师 广州·珠江新城 4k-7k 经验在校,应届,本科 PHP开发工程师,广州·珠江新城 2499
品划网络 移动互联网,电商,不需要融资,500-2000人 高级php开发工程师 上海·松江区 10k-20k 经验在校,应届,本科 高级php开发工程师,上海·松江区 2500
酷盒信息 IT技术服务｜咨询,人工智能服务,未融资,15-50人 php开发工程师 成都·高新区 6k-10k 经验不限,本科 php开发工程师,成都·高新区 2501
BANCOM 房地产｜建筑｜物业,不需要融资,50-150人 PHP后端开发工程师 上海·青浦区 8k-10k 经验1-3年,本科 PHP后端开发工程师,上海·青浦区 2502
南京领创信息科技有限公司 其他,不需要融资,50-150人 初级php开发工程师 广州·天河区 4k-8k 经验不限,本科 初级php开发工程师,广州·天河区 2503
丹阳末底改电子商务有限公司 贸易｜进出口,不需要融资,15-50人 PHP全栈工程师 镇江·丹阳市 7k-12k 经验1-3年,不限 PHP全栈工程师,镇江·丹阳市 2504
百年前程咨询服务 工具类产品,IT技术服务｜咨询,专业服务｜咨询,不需要融资,15-50人 php开发工程师 杭州·近江 12k-14k 经验在校,应届,本科 php开发工程师,杭州·近江 2505
锐仕方达人才 工具类产品,IT技术服务｜咨询,专业服务｜咨询,不需要融资,2000人以上 php开发工程师 呼和浩特·赛罕区 8k-15k 经验5-10年,大专 php开发工程师,呼和浩特·赛罕区 2506
诗迈医药 专业服务｜咨询,不需要融资,150-500人 php开发工程师 天津·陈塘庄 8k-15k 经验不限,不限 php开发工程师,天津·陈塘庄 2507
百果科技 新零售,B轮,150-500人 php中高级开发工程师 深圳·宝安区 20k-25k 经验5-10年,本科 php中高级开发工程师,深圳·宝安区 2508
天品互联 IT技术服务｜咨询,不需要融资,15-50人 PHP程序员（APP） 北京·万柳 10K-20K 经验3-5年,大专 PHP程序员（APP）,北京·万柳 2509
环金网络 电商平台,A轮,500-2000人 php高级开发工程师 长沙·望岳 12k-15k 经验5-10年,本科 php高级开发工程师,长沙·望岳 2510
航特技术 软件服务｜咨询,不需要融资,15-50人 初级PHP工程师（电商方向） 深圳·坂田 5k-10k 经验1年以下,本科 初级PHP工程师（电商方向）,深圳·坂田 2511
英方软件 信息安全,数据服务,D轮及以上,150-500人 PHP-上海-校招 上海·闵行区 8k-11k 经验在校,应届,本科 PHP-上海-校招,上海·闵行区 2512
安徽互聚 IT技术服务｜咨询,软件服务｜咨询,电商平台,未融资,少于15人 资深PHP技术员 合肥·肥东县 8k-10k 经验3-5年,不限 资深PHP技术员,合肥·肥东县 2513
量子云科 物联网,天使轮,15-50人 JavaPHP全栈开发工程师 郑州·管城回族区 9k-10k 经验5-10年,本科 JavaPHP全栈开发工程师,郑州·管城回族区 2514
